edge_id,SRC,TGT,Unix,datetime
e0000135,1,1,1254880950,2009-10-07 02:02:30
e0000136,3,78,1254887565,2009-10-07 03:52:45
e0000137,75,83,1254895114,2009-10-07 05:58:34
e0000138,86,75,1254895189,2009-10-07 05:59:49
e0000139,86,86,1254895915,2009-10-07 06:11:55
e0000140,75,85,1254896616,2009-10-07 06:23:36
e0000141,40,1,1254897307,2009-10-07 06:35:07
e0000142,66,85,1254898127,2009-10-07 06:48:47
e0000143,66,85,1254898426,2009-10-07 06:53:46
e0000144,66,3,1254898526,2009-10-07 06:55:26
e0000145,1,85,1254898677,2009-10-07 06:57:57
e0000146,66,2,1254899741,2009-10-07 07:15:41
e0000147,1,40,1254904367,2009-10-07 08:32:47
e0000148,75,1,1254909774,2009-10-07 10:02:54
e0000149,37,37,1254914209,2009-10-07 11:16:49
e0000150,45,1,1254923977,2009-10-07 13:59:37
e0000151,45,85,1254934564,2009-10-07 16:56:04
e0000152,45,1,1254934836,2009-10-07 17:00:36
e0000153,83,65,1254940014,2009-10-07 18:26:54
e0000154,83,4,1254942143,2009-10-07 19:02:23
e0000155,16,85,1254944370,2009-10-07 19:39:30
e0000156,16,16,1254954881,2009-10-07 22:34:41
e0000157,25,1,1254963809,2009-10-08 01:03:29
e0000158,66,16,1254966549,2009-10-08 01:49:09
e0000159,1,25,1254967885,2009-10-08 02:11:25
e0000160,66,3,1254969137,2009-10-08 02:32:17
e0000161,66,3,1254969167,2009-10-08 02:32:47
e0000162,75,25,1254969711,2009-10-08 02:41:51
e0000163,66,3,1254970110,2009-10-08 02:48:30
e0000164,65,66,1254970596,2009-10-08 02:56:36
e0000165,66,66,1254971274,2009-10-08 03:07:54
e0000166,3,3,1254972317,2009-10-08 03:25:17
e0000167,22,1450,1254972744,2009-10-08 03:32:24
e0000168,3,3,1254973172,2009-10-08 03:39:32
e0000169,78,1,1254975430,2009-10-08 04:17:10
e0000170,66,78,1254976333,2009-10-08 04:32:13
e0000171,40,91,1254985559,2009-10-08 07:05:59
e0000172,78,78,1254986406,2009-10-08 07:20:06
e0000173,66,83,1254991350,2009-10-08 08:42:30
e0000174,1,25,1254996604,2009-10-08 10:10:04
e0000175,25,83,1255000307,2009-10-08 11:11:47
e0000176,1,78,1255004040,2009-10-08 12:14:00
e0000177,78,83,1255006357,2009-10-08 12:52:37
e0000178,78,78,1255007276,2009-10-08 13:07:56
e0000179,78,78,1255008299,2009-10-08 13:24:59
e0000180,83,2,1255032086,2009-10-08 20:01:26
e0000181,45,78,1255034357,2009-10-08 20:39:17
e0000182,45,2,1255038549,2009-10-08 21:49:09
e0000183,1,2,1255038617,2009-10-08 21:50:17
e0000184,40,1,1255044040,2009-10-08 23:20:40
e0000185,40,2,1255045668,2009-10-08 23:47:48
e0000186,1,40,1255049630,2009-10-09 00:53:50
e0000187,65,78,1255056869,2009-10-09 02:54:29
e0000188,65,65,1255057029,2009-10-09 02:57:09
e0000189,78,45,1255058038,2009-10-09 03:13:58
e0000190,78,45,1255058404,2009-10-09 03:20:04
e0000191,45,65,1255058445,2009-10-09 03:20:45
e0000192,78,65,1255058721,2009-10-09 03:25:21
e0000193,65,78,1255058787,2009-10-09 03:26:27
e0000194,65,83,1255058885,2009-10-09 03:28:05
e0000195,78,65,1255059085,2009-10-09 03:31:25
e0000196,78,65,1255059514,2009-10-09 03:38:34
e0000197,65,65,1255064470,2009-10-09 05:01:10
e0000198,94,2,1255072533,2009-10-09 07:15:33
e0000199,66,40,1255072870,2009-10-09 07:21:10
e0000200,83,37,1255078706,2009-10-09 08:58:26
e0000201,75,85,1255080738,2009-10-09 09:32:18
e0000202,40,40,1255088997,2009-10-09 11:49:57
e0000203,40,40,1255089429,2009-10-09 11:57:09
e0000204,100,1,1255090928,2009-10-09 12:22:08
e0000205,1,100,1255093192,2009-10-09 12:59:52
e0000206,102,3,1255093683,2009-10-09 13:08:03
e0000207,88,81,1255093721,2009-10-09 13:08:41
e0000208,1,37,1255094126,2009-10-09 13:15:26
e0000209,102,66,1255094266,2009-10-09 13:17:46
e0000210,1,102,1255095047,2009-10-09 13:30:47
e0000211,1,94,1255096320,2009-10-09 13:52:00
e0000212,45,94,1255097113,2009-10-09 14:05:13
e0000213,45,65,1255097368,2009-10-09 14:09:28
e0000214,45,91,1255098051,2009-10-09 14:20:51
e0000215,45,94,1255099219,2009-10-09 14:40:19
e0000216,88,81,1255102417,2009-10-09 15:33:37
e0000217,66,81,1255124119,2009-10-09 21:35:19
e0000218,100,100,1255124947,2009-10-09 21:49:07
e0000219,100,1,1255126165,2009-10-09 22:09:25
e0000220,66,100,1255126694,2009-10-09 22:18:14
e0000221,110,3,1255127903,2009-10-09 22:38:23
e0000222,40,1,1255128132,2009-10-09 22:42:12
e0000223,100,100,1255129218,2009-10-09 23:00:18
e0000224,110,110,1255130414,2009-10-09 23:20:14
e0000225,66,40,1255130609,2009-10-09 23:23:29
e0000226,1,40,1255131705,2009-10-09 23:41:45
e0000227,40,40,1255132431,2009-10-09 23:53:51
e0000228,66,16,1255134094,2009-10-10 00:21:34
e0000229,16,66,1255136217,2009-10-10 00:56:57
e0000230,66,66,1255137047,2009-10-10 01:10:47
e0000231,27,1,1255139810,2009-10-10 01:56:50
e0000232,1,40,1255141232,2009-10-10 02:20:32
e0000233,1,27,1255141385,2009-10-10 02:23:05
e0000234,1,66,1255141780,2009-10-10 02:29:40
e0000235,16,66,1255142103,2009-10-10 02:35:03
e0000236,45,1,1255143412,2009-10-10 02:56:52
e0000237,75,1,1255143898,2009-10-10 03:04:58
e0000238,1,85,1255144650,2009-10-10 03:17:30
e0000239,3,110,1255144927,2009-10-10 03:22:07
e0000240,3,83,1255145704,2009-10-10 03:35:04
e0000241,83,110,1255149108,2009-10-10 04:31:48
e0000242,22,66,1255151519,2009-10-10 05:11:59
e0000243,83,83,1255151570,2009-10-10 05:12:50
e0000244,1,83,1255153123,2009-10-10 05:38:43
e0000245,1004,85,1255155042,2009-10-10 06:10:42
e0000246,22,22,1255155392,2009-10-10 06:16:32
e0000247,66,83,1255163718,2009-10-10 08:35:18
e0000248,66,83,1255164175,2009-10-10 08:42:55
e0000249,22,3,1255164272,2009-10-10 08:44:32
e0000250,1,1004,1255168840,2009-10-10 10:00:40
e0000251,66,83,1255169008,2009-10-10 10:03:28
e0000252,297,22,1255171489,2009-10-10 10:44:49
e0000253,297,83,1255171717,2009-10-10 10:48:37
e0000254,297,83,1255171838,2009-10-10 10:50:38
e0000255,297,2,1255172173,2009-10-10 10:56:13
e0000256,121,2,1255173264,2009-10-10 11:14:24
e0000257,66,7,1255208232,2009-10-10 20:57:12
e0000258,45,126,1255214907,2009-10-10 22:48:27
e0000259,1,126,1255215261,2009-10-10 22:54:21
e0000260,83,66,1255225078,2009-10-11 01:37:58
e0000261,7,66,1255225182,2009-10-11 01:39:42
e0000262,40,66,1255226876,2009-10-11 02:07:56
e0000263,1,66,1255230773,2009-10-11 03:12:53
e0000264,66,1,1255231518,2009-10-11 03:25:18
e0000265,1,2,1255231598,2009-10-11 03:26:38
e0000266,1,121,1255232089,2009-10-11 03:34:49
e0000267,1,66,1255232300,2009-10-11 03:38:20
e0000268,83,83,1255234211,2009-10-11 04:10:11
e0000269,66,66,1255234861,2009-10-11 04:21:01
e0000270,66,37,1255235089,2009-10-11 04:24:49
e0000271,1,66,1255235376,2009-10-11 04:29:36
e0000272,66,66,1255235440,2009-10-11 04:30:40
e0000273,66,1,1255235972,2009-10-11 04:39:32
e0000274,1,66,1255237067,2009-10-11 04:57:47
e0000275,121,2,1255240875,2009-10-11 06:01:15
e0000276,66,66,1255243771,2009-10-11 06:49:31
e0000277,78,66,1255246623,2009-10-11 07:37:03
e0000278,78,1,1255246997,2009-10-11 07:43:17
e0000279,121,45,1255250913,2009-10-11 08:48:33
e0000280,1,66,1255256249,2009-10-11 10:17:29
e0000281,66,66,1255258992,2009-10-11 11:03:12
e0000282,121,7,1255268755,2009-10-11 13:45:55
e0000283,126,126,1255279083,2009-10-11 16:38:03
e0000284,65,83,1255285450,2009-10-11 18:24:10
e0000285,65,97,1255285889,2009-10-11 18:31:29
e0000286,66,450,1255292924,2009-10-11 20:28:44
e0000287,66,66,1255293194,2009-10-11 20:33:14
e0000288,1,450,1255296238,2009-10-11 21:23:58
e0000289,22,297,1255296452,2009-10-11 21:27:32
e0000290,65,158,1255296773,2009-10-11 21:32:53
e0000291,65,158,1255296858,2009-10-11 21:34:18
e0000292,65,450,1255297048,2009-10-11 21:37:28
e0000293,65,450,1255297129,2009-10-11 21:38:49
e0000294,1,450,1255297394,2009-10-11 21:43:14
e0000295,158,158,1255298664,2009-10-11 22:04:24
e0000296,83,88,1255301516,2009-10-11 22:51:56
e0000297,121,65,1255301551,2009-10-11 22:52:31
e0000298,184,65,1255302079,2009-10-11 23:01:19
e0000299,132,66,1255306521,2009-10-12 00:15:21
e0000300,158,151,1255307401,2009-10-12 00:30:01
e0000301,121,158,1255307879,2009-10-12 00:37:59
e0000302,65,158,1255307974,2009-10-12 00:39:34
e0000303,121,121,1255308959,2009-10-12 00:55:59
e0000304,450,450,1255309309,2009-10-12 01:01:49
e0000305,200,158,1255309365,2009-10-12 01:02:45
e0000306,204,164,1255309473,2009-10-12 01:04:33
e0000307,65,158,1255310189,2009-10-12 01:16:29
e0000308,65,200,1255310272,2009-10-12 01:17:52
e0000309,65,200,1255310365,2009-10-12 01:19:25
e0000310,65,184,1255310665,2009-10-12 01:24:25
e0000311,200,200,1255310845,2009-10-12 01:27:25
e0000312,200,200,1255310895,2009-10-12 01:28:15
e0000313,4,297,1255310950,2009-10-12 01:29:10
e0000314,3,158,1255311528,2009-10-12 01:38:48
e0000315,4,83,1255311564,2009-10-12 01:39:24
e0000316,3,200,1255311871,2009-10-12 01:44:31
e0000317,30,158,1255311902,2009-10-12 01:45:02
e0000318,121,30,1255312531,2009-10-12 01:55:31
e0000319,22,297,1255313042,2009-10-12 02:04:02
e0000320,121,121,1255313159,2009-10-12 02:05:59
e0000321,213,164,1255313425,2009-10-12 02:10:25
e0000322,136,164,1255315139,2009-10-12 02:38:59
e0000323,1,158,1255315326,2009-10-12 02:42:06
e0000324,121,211,1255315654,2009-10-12 02:47:34
e0000325,65,30,1255315677,2009-10-12 02:47:57
e0000326,136,211,1255315681,2009-10-12 02:48:01
e0000327,65,200,1255315836,2009-10-12 02:50:36
e0000328,65,121,1255316032,2009-10-12 02:53:52
e0000329,65,65,1255316240,2009-10-12 02:57:20
e0000330,65,184,1255316392,2009-10-12 02:59:52
e0000331,1,66,1255316578,2009-10-12 03:02:58
e0000332,65,184,1255316934,2009-10-12 03:08:54
e0000333,65,121,1255317003,2009-10-12 03:10:03
e0000334,121,65,1255317202,2009-10-12 03:13:22
e0000335,65,297,1255317425,2009-10-12 03:17:05
e0000336,2,2,1255317701,2009-10-12 03:21:41
e0000337,66,65,1255318413,2009-10-12 03:33:33
e0000338,164,213,1255320025,2009-10-12 04:00:25
e0000339,83,65,1255320129,2009-10-12 04:02:09
e0000340,65,3,1255320339,2009-10-12 04:05:39
e0000341,83,83,1255320391,2009-10-12 04:06:31
e0000342,65,65,1255320726,2009-10-12 04:12:06
e0000343,65,65,1255320958,2009-10-12 04:15:58
e0000344,65,83,1255321542,2009-10-12 04:25:42
e0000345,184,184,1255323658,2009-10-12 05:00:58
e0000346,121,65,1255324183,2009-10-12 05:09:43
e0000347,83,184,1255324442,2009-10-12 05:14:02
e0000348,65,121,1255324516,2009-10-12 05:15:16
e0000349,121,83,1255325180,2009-10-12 05:26:20
e0000350,65,121,1255325719,2009-10-12 05:35:19
e0000351,121,121,1255326117,2009-10-12 05:41:57
e0000352,42,1,1255326554,2009-10-12 05:49:14
e0000353,65,450,1255326563,2009-10-12 05:49:23
e0000354,65,2,1255326878,2009-10-12 05:54:38
e0000355,65,121,1255327876,2009-10-12 06:11:16
e0000356,75,65,1255328412,2009-10-12 06:20:12
e0000357,66,65,1255328631,2009-10-12 06:23:51
e0000358,151,158,1255329993,2009-10-12 06:46:33
e0000359,65,231,1255330215,2009-10-12 06:50:15
e0000360,65,158,1255330463,2009-10-12 06:54:23
e0000361,3,450,1255331056,2009-10-12 07:04:16
e0000362,121,231,1255334269,2009-10-12 07:57:49
e0000363,3,238,1255337124,2009-10-12 08:45:24
e0000364,1,158,1255339320,2009-10-12 09:22:00
e0000365,231,231,1255340167,2009-10-12 09:36:07
e0000366,231,65,1255340271,2009-10-12 09:37:51
e0000367,121,238,1255341241,2009-10-12 09:54:01
e0000368,1,1,1255343613,2009-10-12 10:33:33
e0000369,1,42,1255344801,2009-10-12 10:53:21
e0000370,75,1,1255345675,2009-10-12 11:07:55
e0000371,126,126,1255345864,2009-10-12 11:11:04
e0000372,121,1,1255347203,2009-10-12 11:33:23
e0000373,1,1,1255347406,2009-10-12 11:36:46
e0000374,297,297,1255349167,2009-10-12 12:06:07
e0000375,7,121,1255352941,2009-10-12 13:09:01
e0000376,121,231,1255352976,2009-10-12 13:09:36
e0000377,121,121,1255354710,2009-10-12 13:38:30
e0000378,1198,91,1255358390,2009-10-12 14:39:50
e0000379,151,158,1255360451,2009-10-12 15:14:11
e0000380,110,110,1255368759,2009-10-12 17:32:39
e0000381,297,85,1255377532,2009-10-12 19:58:52
e0000382,297,85,1255378737,2009-10-12 20:18:57
e0000383,297,85,1255379026,2009-10-12 20:23:46
e0000384,110,65,1255381271,2009-10-12 21:01:11
e0000385,297,85,1255381432,2009-10-12 21:03:52
e0000386,1,450,1255381964,2009-10-12 21:12:44
e0000387,297,22,1255383663,2009-10-12 21:41:03
e0000388,297,297,1255384067,2009-10-12 21:47:47
e0000389,37,37,1255385637,2009-10-12 22:13:57
e0000390,184,78,1255386416,2009-10-12 22:26:56
e0000391,297,259,1255386910,2009-10-12 22:35:10
e0000392,78,184,1255388018,2009-10-12 22:53:38
e0000393,66,266,1255388219,2009-10-12 22:56:59
e0000394,1,450,1255388794,2009-10-12 23:06:34
e0000395,121,266,1255389193,2009-10-12 23:13:13
e0000396,1,266,1255389338,2009-10-12 23:15:38
e0000397,2,184,1255390280,2009-10-12 23:31:20
e0000398,121,266,1255392640,2009-10-13 00:10:40
e0000399,121,1,1255393801,2009-10-13 00:30:01
e0000400,65,2,1255394265,2009-10-13 00:37:45
e0000401,65,1,1255394466,2009-10-13 00:41:06
e0000402,65,66,1255394592,2009-10-13 00:43:12
e0000403,66,65,1255394759,2009-10-13 00:45:59
e0000404,65,65,1255394951,2009-10-13 00:49:11
e0000405,65,142,1255395045,2009-10-13 00:50:45
e0000406,2,66,1255395517,2009-10-13 00:58:37
e0000407,66,66,1255395862,2009-10-13 01:04:22
e0000408,65,121,1255396550,2009-10-13 01:15:50
e0000409,83,142,1255396869,2009-10-13 01:21:09
e0000410,40,65,1255397668,2009-10-13 01:34:28
e0000411,83,65,1255397715,2009-10-13 01:35:15
e0000412,65,66,1255397793,2009-10-13 01:36:33
e0000413,65,66,1255397847,2009-10-13 01:37:27
e0000414,25,121,1255398308,2009-10-13 01:45:08
e0000415,3,142,1255398492,2009-10-13 01:48:12
e0000416,3,65,1255398524,2009-10-13 01:48:44
e0000417,11,65,1255398828,2009-10-13 01:53:48
e0000418,83,11,1255399048,2009-10-13 01:57:28
e0000419,271,65,1255399982,2009-10-13 02:13:02
e0000420,66,65,1255400033,2009-10-13 02:13:53
e0000421,66,65,1255400090,2009-10-13 02:14:50
e0000422,66,66,1255401052,2009-10-13 02:30:52
e0000423,184,83,1255402010,2009-10-13 02:46:50
e0000424,83,184,1255402317,2009-10-13 02:51:57
e0000425,121,65,1255402376,2009-10-13 02:52:56
e0000426,184,184,1255403163,2009-10-13 03:06:03
e0000427,83,184,1255403443,2009-10-13 03:10:43
e0000428,184,1,1255403587,2009-10-13 03:13:07
e0000429,259,1,1255403777,2009-10-13 03:16:17
e0000430,22,1,1255403957,2009-10-13 03:19:17
e0000431,121,121,1255404377,2009-10-13 03:26:17
e0000432,22,66,1255404453,2009-10-13 03:27:33
e0000433,22,65,1255404510,2009-10-13 03:28:30
e0000434,3,83,1255404521,2009-10-13 03:28:41
e0000435,136,1,1255404607,2009-10-13 03:30:07
e0000436,66,22,1255404857,2009-10-13 03:34:17
e0000437,22,66,1255404869,2009-10-13 03:34:29
e0000438,259,83,1255405561,2009-10-13 03:46:01
e0000439,22,1,1255405990,2009-10-13 03:53:10
e0000440,22,22,1255406251,2009-10-13 03:57:31
e0000441,121,83,1255406764,2009-10-13 04:06:04
e0000442,184,184,1255407228,2009-10-13 04:13:48
e0000443,83,83,1255408231,2009-10-13 04:30:31
e0000444,78,1,1255408243,2009-10-13 04:30:43
e0000445,22,184,1255409714,2009-10-13 04:55:14
e0000446,22,1,1255409996,2009-10-13 04:59:56
e0000447,121,121,1255410240,2009-10-13 05:04:00
e0000448,11,273,1255410337,2009-10-13 05:05:37
e0000449,279,1,1255410828,2009-10-13 05:13:48
e0000450,184,22,1255411351,2009-10-13 05:22:31
e0000451,75,78,1255411547,2009-10-13 05:25:47
e0000452,66,65,1255413745,2009-10-13 06:02:25
e0000453,83,83,1255414939,2009-10-13 06:22:19
e0000454,1,184,1255415332,2009-10-13 06:28:52
e0000455,83,135,1255416071,2009-10-13 06:41:11
e0000456,121,121,1255416561,2009-10-13 06:49:21
e0000457,25,135,1255418337,2009-10-13 07:18:57
e0000458,83,3,1255420022,2009-10-13 07:47:02
e0000459,93,266,1255422954,2009-10-13 08:35:54
e0000460,66,93,1255425366,2009-10-13 09:16:06
e0000461,121,32,1255425702,2009-10-13 09:21:42
e0000462,142,83,1255429513,2009-10-13 10:25:13
e0000463,284,22,1255429807,2009-10-13 10:30:07
e0000464,142,65,1255429811,2009-10-13 10:30:11
e0000465,121,27,1255429862,2009-10-13 10:31:02
e0000466,142,3,1255430004,2009-10-13 10:33:24
e0000467,142,3,1255430134,2009-10-13 10:35:34
e0000468,65,65,1255431202,2009-10-13 10:53:22
e0000469,102,66,1255431418,2009-10-13 10:56:58
e0000470,142,135,1255431531,2009-10-13 10:58:51
e0000471,142,3,1255432242,2009-10-13 11:10:42
e0000472,132,27,1255432751,2009-10-13 11:19:11
e0000473,66,66,1255435092,2009-10-13 11:58:12
e0000474,284,184,1255436783,2009-10-13 12:26:23
e0000475,284,284,1255437080,2009-10-13 12:31:20
e0000476,284,142,1255437507,2009-10-13 12:38:27
e0000477,22,184,1255438997,2009-10-13 13:03:17
e0000478,2,40,1255439453,2009-10-13 13:10:53
e0000479,3,3,1255439754,2009-10-13 13:15:54
e0000480,22,284,1255440052,2009-10-13 13:20:52
e0000481,22,297,1255440408,2009-10-13 13:26:48
e0000482,284,83,1255441302,2009-10-13 13:41:42
e0000483,284,284,1255442046,2009-10-13 13:54:06
e0000484,284,22,1255442584,2009-10-13 14:03:04
e0000485,83,22,1255459883,2009-10-13 18:51:23
e0000486,110,83,1255461670,2009-10-13 19:21:10
e0000487,110,83,1255462043,2009-10-13 19:27:23
e0000488,66,293,1255463782,2009-10-13 19:56:22
e0000489,45,293,1255464483,2009-10-13 20:08:03
e0000490,297,2,1255465568,2009-10-13 20:26:08
e0000491,284,3,1255468434,2009-10-13 21:13:54
e0000492,22,22,1255469621,2009-10-13 21:33:41
e0000493,22,284,1255470652,2009-10-13 21:50:52
e0000494,132,66,1255470688,2009-10-13 21:51:28
e0000495,142,3,1255471701,2009-10-13 22:08:21
e0000496,142,284,1255471783,2009-10-13 22:09:43
e0000497,66,284,1255472309,2009-10-13 22:18:29
e0000498,121,93,1255472476,2009-10-13 22:21:16
e0000499,121,2,1255472659,2009-10-13 22:24:19
e0000500,66,121,1255473210,2009-10-13 22:33:30
e0000501,66,45,1255473371,2009-10-13 22:36:11
e0000502,299,2,1255473978,2009-10-13 22:46:18
e0000503,121,297,1255474903,2009-10-13 23:01:43
e0000504,184,22,1255476707,2009-10-13 23:31:47
e0000505,184,184,1255477139,2009-10-13 23:38:59
e0000506,45,45,1255481916,2009-10-14 00:58:36
e0000507,45,66,1255481995,2009-10-14 00:59:55
e0000508,102,184,1255482177,2009-10-14 01:02:57
e0000509,102,66,1255482351,2009-10-14 01:05:51
e0000510,102,66,1255482400,2009-10-14 01:06:40
e0000511,231,65,1255483423,2009-10-14 01:23:43
e0000512,66,66,1255484377,2009-10-14 01:39:37
e0000513,27,132,1255484785,2009-10-14 01:46:25
e0000514,27,27,1255485055,2009-10-14 01:50:55
e0000515,121,1,1255486130,2009-10-14 02:08:50
e0000516,121,184,1255486888,2009-10-14 02:21:28
